Region code,Region,Year,Gross enrollement ratio - Primary (male),Gross enrollment ratio - Primary (female),Gross enrollment ratio - Secondary (female),Gross enrollment ratio - Secondary (male),Gross enrollment ratio - Tertiary (female),Gross enrollment ratio - Tertiary (male),Students enrolled in primary education (thousands),Students enrolled in secondary education (thousands),Students enrolled in tertiary education (thousands)
1,"Total, all countries or areas",2005,104.936,99.9214,62.069100000000006,65.7318,24.84,23.7177,678991.61,509245.76,139950.87999999998
1,"Total, all countries or areas",2010,105.84060000000001,102.96780000000001,69.8178,72.3451,30.4946,28.393,697048.8300000001,546102.43,182209.18
1,"Total, all countries or areas",2014,103.15129999999999,102.8368,75.821,76.8073,37.52890000000001,33.706300000000006,715016.66,580925.09,212931.47999999998
1,"Total, all countries or areas",2015,102.74140000000001,102.6242,75.9324,76.9851,38.7492,34.7216,720228.4500000001,583315.56,217458.97999999998
1,"Total, all countries or areas",2017,103.74170000000001,104.4958,76.1996,76.9813,40.162200000000006,35.743300000000005,746284.92,590725.24,220704.24000000002
4,Afghanistan,2004,149.6565,65.002,6.142099999999999,29.417,0.5213,1.8601,4430.14,594.3059999999999,27.648
4,Afghanistan,2005,126.94440000000002,74.5307,9.3116,28.633100000000002,0,0,4318.820000000001,651.453,0
4,Afghanistan,2009,118.4504,78.74410000000002,29.386499999999998,60.992200000000004,1.4251999999999998,6.0536,4945.63,1716.1899999999998,95.18499999999999
4,Afghanistan,2010,120.5552,82.7089,34.29600000000001,68.64710000000001,0,0,5279.33,2044.1599999999999,0
4,Afghanistan,2014,125.67079999999999,88.0897,38.56570000000001,68.5591,3.5854,13.0284,6217.76,2602.73,262.874
4,Afghanistan,2015,126.2261,87.24090000000001,38.566100000000006,68.412,0,0,6333.7,2698.82,0
4,Afghanistan,2017,122.74690000000001,84.1501,39.6317,69.1179,0,0,6358.78,2907.8,0
4,Afghanistan,2018,0,0,0,0,0,14.5808,0,0,370.61
8,Albania,2005,101.58160000000001,100.57079999999999,76.3579,80.17879999999998,27.245599999999996,19.1252,237.975,407.40299999999996,63.257
8,Albania,2010,94.6319,92.9729,88.1385,89.06269999999999,51.6,38.566300000000005,224.781,355.871,122.326
8,Albania,2014,108.563,106.6985,92.5069,99.9304,86.2626,56.724900000000005,195.72,333.29099999999994,173.819
8,Albania,2015,111.1933,108.1993,92.036,99.29190000000001,81.65209999999999,53.3497,188.371,315.079,160.52700000000002
8,Albania,2017,111.5243,108.60329999999999,93.09320000000001,98.98790000000001,70.8026,44.4004,174.836,280.378,139.607
9,Oceania,2005,91.6886,89.6841,109.45750000000001,112.7506,72.3974,58.42810000000001,3141.61,3575.04,1642.73
9,Oceania,2010,100.41920000000002,97.4064,108.1662,115.90960000000001,84.53450000000001,62.460300000000004,3556.16,3776.48,2013.95
9,Oceania,2014,107.8762,104.399,105.6132,117.93,89.6015,63.3922,4080.53,3888.7,2172
9,Oceania,2015,106.09360000000001,102.99420000000002,105.1874,118.6908,91.60529999999999,64.24480000000001,4100.58,3913.4100000000003,2206.8300000000004
9,Oceania,2017,106.0917,103.13629999999999,103.30569999999999,117.10869999999998,92.6437,65.3635,4259.03,3947,2223.44
12,Algeria,2005,111.81400000000001,103.3606,82.3848,75.21710000000002,23.334800000000005,18.249499999999998,4361.74,3654.23,792.121
12,Algeria,2010,118.90320000000001,111.394,98.7128,95.3352,35.276300000000006,24.4358,3312.44,4616.23,1144.27
12,Algeria,2011,120.1272,112.64269999999999,101.54950000000001,97.8325,36.963300000000004,25.469499999999996,3363.24,4572.51,1188.56
12,Algeria,2014,121.3008,115.2579,0,0,41.861599999999996,27.362399999999997,3765.3100000000004,0,1245.48
12,Algeria,2015,118.5359,112.7868,0,0,45.0758,28.8295,3925.4300000000003,0,1289.47
12,Algeria,2017,114.49660000000002,108.7837,0,0,57.3124,38.4862,4283.21,0,1545.52
15,Northern Africa,2005,97.5028,90.34740000000001,67.7743,68.742,22.969199999999997,23.831200000000003,23022.99,16908.91,4585.89
15,Northern Africa,2010,101.4367,96.0266,70.4278,72.1599,27.6724,25.7716,23597.68,17398.829999999998,5514.78
15,Northern Africa,2014,100.0596,96.7596,77.6595,78.7804,30.1605,27.9975,25149.71,18617.52,5884.2
15,Northern Africa,2015,100.65569999999998,97.151,78.7764,79.3407,33.1579,30.1075,25786.649999999998,18901.99,6352.53
15,Northern Africa,2017,102.2067,99.2324,79.8033,80.5247,35.9247,31.6607,27431.260000000002,19606.9,6620.9
16,American Samoa,2007,0,0,0,0,0,0,0,0,1.607
20,Andorra,2005,0,0,0,0,0,0,4.085,3.737,0.34199999999999997
20,Andorra,2008,0,0,0,0,0,0,4.492,3.8509999999999995,0.459
20,Andorra,2010,0,0,0,0,0,0,4.366999999999999,4.059,0
20,Andorra,2014,0,0,0,0,0,0,4.0649999999999995,4.319,0.498
20,Andorra,2015,0,0,0,0,0,0,4.163999999999999,4.395,0.501
20,Andorra,2017,0,0,0,0,0,0,4.263,4.492,0.59
21,Northern America,2005,102.0348,100.9583,96.31760000000001,94.93690000000001,94.8634,66.9719,26780.1,27038.62,18631.440000000002
21,Northern America,2010,100.62049999999999,99.7377,95.92060000000001,95.1426,104.80539999999999,75.2573,26565.5,26808.82,21859.149999999998
21,Northern America,2014,99.94800000000001,99.7354,98.6168,97.5251,99.9654,73.582,26791.64,26894.960000000003,21279.1
21,Northern America,2015,100.4857,100.5278,99.30829999999999,98.3105,100.0032,73.8093,27093.809999999998,27062.9,21096.829999999998
21,Northern America,2017,101.311,101.4259,99.762,100.17079999999999,99.7913,74.22420000000001,27845.58,27403.02,20882.77
24,Angola,2002,0,0,13.6084,16.7268,0.5643,0.8804,0,461.825,12.566
24,Angola,2005,0,0,0,0,0,0,0,0,48.184
24,Angola,2006,0,0,0,0,0,0,0,0,48.694
24,Angola,2010,117.62039999999999,92.8075,21.245099999999997,31.919800000000002,0,0,4273.01,850.334,0
24,Angola,2011,146.7423,91.23400000000001,20.6816,32.887699999999995,3.3537999999999997,9.2609,5026.8,884.982,142.798
24,Angola,2013,0,0,0,0,7.892799999999999,10.113199999999999,0,0,218.67899999999997
24,Angola,2015,121.62509999999999,105.1741,0,0,7.4186000000000005,9.6364,5620.92,0,221.037
24,Angola,2016,0,0,39.3443,62.016,8.460700000000001,10.4498,0,2034.1499999999999,253.287
28,Antigua and Barbuda,2000,0,0,65.65129999999999,72.6342,0,0,13.025,5.276000000000001,0
28,Antigua and Barbuda,2010,98.1454,89.8617,99.9769,98.753,20.9133,8.2709,11.254,8.436,1.1700000000000002
28,Antigua and Barbuda,2012,91.6991,85.74350000000001,104.21130000000001,90.41220000000001,29.2499,14.0585,10.453000000000001,8.383000000000001,1.792
28,Antigua and Barbuda,2014,91.0927,84.41110000000002,94.02529999999999,93.1469,0,0,10.172,8.077,0
28,Antigua and Barbuda,2015,90.1599,85.0609,94.5933,92.6549,0,0,10.077,8.047999999999998,0
28,Antigua and Barbuda,2017,89.199699999999993,86.0851,90.571,94.449700000000007,0,0,9.946,7.839,0
30,Eastern Asia,2005,104.7,104.5638,68.5541,69.74120000000002,21.5796,25.0752,126355.43999999999,115225.88,28737.29
30,Eastern Asia,2010,107.4763,105.9668,89.0884,89.117,27.739800000000002,27.6307,113593.28,113534.48999999999,39209.04
30,Eastern Asia,2014,99.0525,99.2285,93.79480000000001,91.8914,46.3154,41.9425,106544.15000000001,102398.66,50193.75
30,Eastern Asia,2015,99.0686,99.3741,93.10929999999999,90.9586,50.79650000000001,45.028200000000005,107283.57,99600.04,51555.189999999995
30,Eastern Asia,2017,101.1435,102.0873,91.1114,89.296,56.8347,49.4767,111861.53,96499.7,52223.450000000004
31,Azerbaijan,2005,98.17209999999999,92.7838,0,0,0,0,568.097,0,0
31,Azerbaijan,2010,94.223,93.23660000000001,0,0,19.1564,19.362299999999998,481.551,0,180.727
31,Azerbaijan,2014,106.5559,105.49300000000001,0,0,24.7532,21.6764,517.7080000000001,0,195.401
31,Azerbaijan,2015,107.44340000000001,105.636,0,0,27.4808,23.642599999999998,551.118,0,204.15200000000002
31,Azerbaijan,2017,102.52,104.19369999999999,0,0,29.033900000000003,25.2702,607.391,0,206.196
32,Argentina,2005,117.67889999999998,116.56920000000001,98.38069999999999,89.76360000000001,75.8164,52.059799999999996,4872.89,3884.32,2082.58
32,Argentina,2010,117.5225,115.8885,106.6332,97.1272,89.15849999999999,59.1373,4947.110000000001,4213.14,2520.9900000000002
32,Argentina,2014,110.1931,109.74560000000001,110.3073,103.3644,102.8982,63.5382,4780.110000000001,4450.74,2869.4500000000003
32,Argentina,2015,110.10379999999999,109.7425,110.2159,104.03720000000001,107.12269999999998,65.44330000000001,4784.45,4501.73,2966.13
32,Argentina,2016,109.7307,109.2298,110.3843,105.7235,111.6352,67.2154,4775.78,4583,3061.14
34,Southern Asia,2005,106.0957,100.6212,46.849599999999995,55.29710000000001,8.7166,11.736699999999999,181475.94,120738.95999999999,16055.230000000001
34,Southern Asia,2010,107.5184,106.9821,57.362,61.9015,14.889800000000001,19.527,191840.19,143371.07,28469.66
34,Southern Asia,2014,103.60369999999999,109.849,69.2329,69.6459,23.3497,24.381999999999998,194499.68,168937.59,40029.24
34,Southern Asia,2015,103.8371,110.412,69.62979999999999,69.96760000000002,24.245599999999996,25.465599999999995,195876.09,170483.38999999998,41919.8
34,Southern Asia,2017,106.756,116.7908,71.38199999999999,71.0571,24.3516,25.431800000000003,204901.72,175185.5,42157.67
35,South-eastern Asia,2005,106.87069999999999,103.87669999999999,62.36,62.645100000000006,21.0272,21.0774,68305.26,40839.43,11323.369999999999
35,South-eastern Asia,2010,107.071,107.6746,70.8201,69.8457,27.4062,25.468099999999996,68389.97,45569.87,14474.67
35,South-eastern Asia,2014,108.1342,106.0167,79.4743,78.5899,34.1602,28.781499999999998,68910.79,50105.310000000005,17649.05
35,South-eastern Asia,2015,108.18829999999998,105.1596,81.5429,81.083,35.06230000000001,29.5674,68743.78,51423.68,18072.14
35,South-eastern Asia,2017,107.5904,104.3033,82.9559,81.49640000000001,37.31119999999999,30.6203,68524.83,52096.13,18724.35
36,Australia,2005,101.79010000000001,103.3381,0,0,0,0,1934.94,0,0
36,Australia,2010,105.9763,105.7868,0,0,0,0,2015.02,0,0
36,Australia,2014,106.2098,105.9224,0,0,0,0,2168.53,0,0
36,Australia,2015,102.21920000000001,102.2274,146.8167,168.9041,142.27329999999998,98.45020000000001,2140.57,2709.32,1903.45
36,Australia,2017,100.94980000000001,100.91550000000001,141.7616,159.76899999999998,134.0807,94.35529999999999,2216.7799999999997,2650.4900000000002,1774.85
40,Austria,2005,100.90760000000002,100.7537,97.8061,102.7777,0,0,362.822,781.292,0
40,Austria,2010,100.4548,99.1498,96.8048,100.7697,0,0,328.015,743.7090000000001,385.49899999999997
40,Austria,2014,101.67549999999999,101.08720000000001,97.512200000000007,101.2485,86.10369999999999,72.1539,327.2468,697.3884,421.2248
40,Austria,2015,102.2262,101.35379999999999,98.29220000000001,101.87349999999999,87.85979999999999,73.60849999999999,327.8168,691.0713000000001,425.97169999999994
40,Austria,2017,104.22579999999999,103.74160000000002,99.47229999999999,104.09740000000001,93.62269999999998,79.3647,334.93319999999994,687.3617999999999,430.3704
44,Bahamas,2005,109.915,108.4004,89.131,89.44740000000002,0,0,37.05,32.089,0
44,Bahamas,2010,106.89829999999999,108.9627,95.0799,90.2384,0,0,33.977,34.406,0
44,Bahamas,2016,92.891,97.91190000000002,93.07079999999999,87.8536,0,0,30.655,28.384,0
48,Bahrain,2005,94.12979999999999,97.50829999999999,101.4538,91.4625,39.864599999999996,13.0099,83.299,71.645,18.841
48,Bahrain,2006,96.07199999999999,101.0063,101.1398,92.13,38.3219,12.1577,89.721,73.76700000000001,18.403
48,Bahrain,2010,0,0,93.4967,92.24140000000001,0,0,0,79.91900000000001,0
48,Bahrain,2014,98.94470000000001,100.456,99.32869999999998,98.4779,57.605700000000006,29.0396,103.806,90.092,38.113
48,Bahrain,2015,100.5623,101.7989,101.8874,102.3582,59.35479999999999,30.9047,108.154,92.45400000000001,38.900999999999996
48,Bahrain,2017,100.84320000000001,101.0799,103.3477,102.33460000000001,63.090900000000005,32.34779999999999,113.47,97.733,42.717
50,Bangladesh,2005,96.2781,100.75420000000001,46.8917,44.0017,4.233700000000001,8.1191,16219.48,10109.4,911.6
50,Bangladesh,2009,97.1473,101.8602,50.319199999999995,46.6468,7.8354,13.0847,16539.39,10907.07,1582.1799999999998
50,Bangladesh,2010,99.2395,105.49680000000001,52.9875,47.185,0,0,16987.109999999997,11334.06,0
50,Bangladesh,2013,0,0,60.5773,55.948,0,0,0,13314.08,0
50,Bangladesh,2014,0,0,0,0,11.382200000000001,15.434899999999999,0,0,2068.36
50,Bangladesh,2015,0,0,67.34660000000001,59.658300000000004,0,0,0,14566.77,0
50,Bangladesh,2017,107.2925,115.0625,72.6741,62.1054,14.4823,20.631500000000003,17251.35,15314.76,2763.25
51,Armenia,2000,98.0292,99.3317,96.5085,87.8493,39.26690000000001,31.496699999999997,180.306,409.42299999999994,92.91400000000002
51,Armenia,2005,94.61529999999999,96.345,0,0,45.95119999999999,32.849199999999996,125.149,369.73599999999993,115.475
51,Armenia,2010,97.65229999999998,100.72269999999999,103.7484,105.61829999999999,58.0354,47.5979,101.819,305.765,146.125
51,Armenia,2014,96.14150000000001,97.37729999999999,88.44800000000001,83.7029,50.0845,43.9364,142.517,244.54299999999998,113.09
51,Armenia,2015,94.1164,95.5335,88.3619,84.0334,50.517399999999995,42.3966,144.54899999999998,240.291,105.865
51,Armenia,2017,94.0259,94.3317,0,0,58.675000000000004,46.0539,152.134,0,104.838
52,Barbados,2001,99.8299,98.706,103.70110000000001,103.3183,57.033100000000005,23.0489,24.224999999999998,20.866,7.979000000000001
52,Barbados,2005,96.326,95.9513,107.9563,109.1348,0,0,22.249,21.418,0
52,Barbados,2010,98.9013,100.55069999999999,102.1675,101.63289999999999,95.86460000000001,43.8783,22.659000000000002,19.497,13.232
52,Barbados,2011,98.39120000000001,98.44470000000001,105.54010000000001,101.74260000000001,90.58120000000001,40.3304,22.509,19.696,12.421
52,Barbados,2014,93.12509999999999,94.1669,110.669,107.8871,0,0,21.171000000000003,20.603,0
52,Barbados,2015,92.8114,93.223,110.3519,106.824,0,0,20.909,20.554000000000002,0
52,Barbados,2017,92.6105,90.9209,108.8044,104.4859,0,0,20.384,20.249,0
56,Belgium,2005,100.68209999999999,100.233,169.0976,151.099,67.91600000000001,54.5378,738.58,1200.32,389.547
56,Belgium,2010,102.04060000000001,101.8022,167.3042,146.86120000000003,75.9225,59.956999999999994,731.761,1202.78,445.309
56,Belgium,2014,103.66229999999999,103.6326,172.712,152.30820000000003,82.7725,63.5082,773.568,1210.11,495.90999999999997
56,Belgium,2015,103.2385,103.06360000000001,174.67319999999998,153.64059999999998,84.66369999999999,64.7667,782.606,1217.91,504.745
56,Belgium,2016,103.37549999999999,103.25750000000001,170.3596,152.11929999999998,86.0286,66.0998,797.39,1196.3799999999999,508.27
60,Bermuda,2005,96.76100000000001,101.52279999999999,85.9407,75.95700000000001,0,0,4.76,4.756,0
60,Bermuda,2006,93.6631,100.67479999999999,81.01050000000001,74.36420000000001,41.6165,18.651600000000002,4.678,4.518,1.208
60,Bermuda,2010,0,0,85.3526,72.2866,40.608700000000006,19.275399999999998,4.473000000000001,4.418,1.269
60,Bermuda,2014,88.8423,86.0617,77.4333,67.9595,36.0804,19.0709,4.1,4.093,1.108
60,Bermuda,2015,91.2596,89.406,75.5308,67.67779999999999,34.1439,14.729099999999999,4.146999999999999,4.04,0.973
64,Bhutan,2005,92.16239999999999,90.04740000000001,41.6614,46.67250000000001,3.6881000000000004,5.722499999999999,99.458,42.144,3.553
64,Bhutan,2010,105.21610000000001,107.8996,64.24110000000002,63.0012,5.1372,8.408299999999999,110.369,60.036,5.4990000000000006
64,Bhutan,2013,102.036,103.4268,77.3871,72.0508,8.908199999999999,12.053600000000001,104.323,68.77499999999999,8.543
64,Bhutan,2014,99.3846,101.0855,84.5154,78.7655,0,0,101.667,74.227,0
64,Bhutan,2015,97.28529999999999,98.44500000000001,85.5513,80.35289999999999,0,0,99.29100000000001,74.32,0
64,Bhutan,2017,92.5529,92.5998,90.2854,82.02720000000001,0,0,94.184,75.44400000000002,0
68,Bolivia (Plurin. State of),2005,115.4988,114.3694,84.3269,89.5874,0,0,1512.6799999999998,1038.2,0
68,Bolivia (Plurin. State of),2010,105.7488,103.6319,82.61120000000001,83.6422,0,0,1429.08,1058.26,0
68,Bolivia (Plurin. State of),2014,98.823,95.8443,84.94730000000001,85.7997,0,0,1346.1699999999998,1131.6299999999999,0
68,Bolivia (Plurin. State of),2015,98.4856,95.7428,85.68849999999999,87.0994,0,0,1344.47,1153.3799999999999,0
68,Bolivia (Plurin. State of),2017,99.59710000000001,97.6436,90.3882,93.18549999999999,0,0,1368.99,1236.95,0
70,Bosnia and Herzegovina,2005,0,0,0,0,0,0,0,0,84.422
70,Bosnia and Herzegovina,2010,0,0,0,0,0,0,175.271,322.76599999999996,105.137
70,Bosnia and Herzegovina,2014,0,0,0,0,0,0,161.023,297.46,111.97
70,Bosnia and Herzegovina,2015,0,0,0,0,0,0,162.629,278.07099999999997,108.475
70,Bosnia and Herzegovina,2017,0,0,0,0,0,0,161.483,253.07,102.232
72,Botswana,2005,109.49410000000002,107.8433,82.3938,80.0235,8.643199999999998,9.723099999999999,329.191,173.02700000000002,19.655
72,Botswana,2006,110.3352,107.8631,85.0035,80.6338,9.1156,11.132299999999999,330.417,176.90200000000002,21.738
72,Botswana,2008,109.7232,106.60849999999999,81.8535,75.01620000000001,0,0,327.23299999999995,168.22,31.129
72,Botswana,2009,111.3898,107.37629999999999,0,0,0,0,330.775,0,47.888999999999996
72,Botswana,2010,0,0,0,0,0,0,0,0,42.366
72,Botswana,2014,107.17729999999999,103.5168,0,0,28.5492,22.8966,340.7,0,55.12800000000001
72,Botswana,2015,0,0,0,0,32.6115,23.8727,0,0,60.583
72,Botswana,2017,0,0,0,0,27.1751,18.8829,0,0,49.443999999999996
76,Brazil,2005,137.21519999999998,129.16459999999998,106.21450000000002,96.5187,29.268099999999997,22.762599999999996,18661.109999999997,24863.109999999997,4572.3
76,Brazil,2009,133.9461,128.18800000000002,102.1236,91.4507,42.1642,31.9058,17451.89,23616.940000000002,6115.14
76,Brazil,2010,0,0,0,0,0,0,16893.49,23538.72,6552.71
76,Brazil,2014,116.7095,111.6979,105.167,96.77239999999999,57.587399999999995,42.3421,16630.22,24224.95,8072.1500000000005
76,Brazil,2015,115.0574,110.392,102.8562,97.3995,58.5037,43.66590000000001,16299.17,23501.780000000002,8285.48
76,Brazil,2016,115.36410000000001,112.44400000000002,103.94480000000001,99.2399,58.7549,42.53,16118.57,23538.07,8319.09
84,Belize,2005,115.8062,110.7882,77.7208,75.33279999999999,19.6551,12.459100000000001,50.247,29.185,4.571000000000001
84,Belize,2010,114.787,110.2801,78.2304,72.5081,26.8698,16.835900000000002,52.65,32.78,7.008
84,Belize,2014,114.43740000000001,108.9548,81.7061,78.06020000000001,29.9338,18.1266,51.978,37.095000000000006,8.635
84,Belize,2015,115.83539999999999,110.3591,81.79060000000001,79.80829999999999,28.705,17.869,52.072,37.855999999999995,8.562000000000001
84,Belize,2017,116.1304,110.32849999999999,86.2104,82.1814,30.487699999999997,18.858900000000002,51.512,39.756,9.425
90,Solomon Islands,2005,103.2065,97.78829999999999,27.4016,33.1602,0,0,75.082,22.487,0
90,Solomon Islands,2010,116.01910000000001,113.14269999999999,44.885,51.9103,0,0,95.37899999999999,39.706,0
90,Solomon Islands,2012,113.9855,111.6016,46.9648,49.5102,0,0,97.54700000000001,41.660000000000004,0
90,Solomon Islands,2014,114.7868,111.5711,0,0,0,0,101.98100000000001,0,0
90,Solomon Islands,2015,114.1219,112.9033,0,0,0,0,104.236,0,0
90,Solomon Islands,2017,114.7658,113.90950000000001,0,0,0,0,108.396,0,0
92,British Virgin Islands,2004,0,0,0,0,0,0,2.824,1.7069999999999999,1.1360000000000001
92,British Virgin Islands,2005,0,0,0,0,0,0,2.8979999999999997,1.8820000000000001,0
92,British Virgin Islands,2009,0,0,0,0,0,0,3.128,1.942,1.2109999999999999
92,British Virgin Islands,2010,0,0,0,0,0,0,3.201,2.029,0
92,British Virgin Islands,2014,0,0,0,0,0,0,3.277,1.9869999999999999,0
92,British Virgin Islands,2015,0,0,0,0,0,0,3.3579999999999997,2.027,0.8270000000000001
92,British Virgin Islands,2016,0,0,0,0,0,0,3.3089999999999997,2.034,0.8340000000000001
92,British Virgin Islands,2017,0,0,0,0,0,0,3.3339999999999996,2.255,0
96,Brunei Darussalam,2005,112.7657,108.4158,95.8458,97.3355,19.3906,9.739999999999998,46.012,43.9,5.023
96,Brunei Darussalam,2010,106.7775,106.30199999999999,99.48720000000002,98.8869,20.4122,10.92,44.215,48.724000000000004,5.776000000000001
96,Brunei Darussalam,2014,105.39120000000001,105.0018,98.91390000000001,98.96060000000001,40.0646,23.7381,41.078,49.009,11.292
96,Brunei Darussalam,2015,105.5494,104.6812,96.0395,95.6348,38.6018,23.464299999999998,40.397,47.249,10.866000000000001
96,Brunei Darussalam,2017,105.2637,104.2693,93.0169,91.5069,40.3298,25.9188,39.61,44.464,11.593
100,Bulgaria,2005,103.8104,102.76720000000002,87.3359,91.0377,48.8634,42.1008,290.017,685.64,237.909
100,Bulgaria,2010,108.7088,108.34740000000001,88.21220000000001,92.0819,66.1041,49.960300000000004,260.34000000000003,531.98,287.08599999999996
100,Bulgaria,2014,98.9184,98.14269999999999,102.2903,105.92920000000001,75.59460000000001,60.005,258.84000000000003,518.914,283.294
100,Bulgaria,2015,97.5624,96.5487,100.62269999999998,103.9667,79.139,61.9945,261.79299999999995,501.39799999999997,278.953
100,Bulgaria,2016,95.3457,94.3216,98.28920000000001,101.41790000000002,79.2831,63.66210000000001,261.969,487.087,266.707
104,Myanmar,2001,100.97529999999999,98.8811,37.1562,39.6306,0,0,4781.54,2301.92,553.4559999999999
104,Myanmar,2005,101.0005,101.1961,44.6557,46.116,0,0,4948.2,2589.3100000000004,0
104,Myanmar,2007,0,0,47.4833,47.514199999999995,12.485500000000002,9.1075,5013.58,2686.2,507.66
104,Myanmar,2010,99.1417,98.331,50.74230000000001,48.3275,0,0,5125.94,2852.4500000000003,0
104,Myanmar,2012,0,0,0,0,15.302800000000001,12.4617,0,0,634.3059999999999
104,Myanmar,2014,103.2577,100.46950000000001,53.1515,51.8167,0,0,5177.28,3191.27,0
104,Myanmar,2017,116.07029999999999,109.968,67.0477,61.175700000000006,18.9791,12.952200000000001,5388.35,3970.71,771.3209999999999
108,Burundi,2005,89.6629,75.37539999999998,11.247299999999997,15.781799999999999,1.3707,3.6719,1036.86,171.10999999999999,16.915
108,Burundi,2010,141.7902,136.95700000000002,19.472199999999997,28.6535,2.3163999999999993,4.6364,1849.86,337.577,29.269
108,Burundi,2014,137.14489999999998,138.64069999999998,36.7538,43.534,2.5458,8.286999999999999,2046.79,583.308,51.22500000000001
108,Burundi,2015,133.4977,134.84949999999998,42.9619,47.324799999999996,0,0,2072.4100000000003,664.243,0
108,Burundi,2017,126.1056,126.1978,50.892700000000005,49.7494,3.7436000000000003,8.722199999999999,2126.17,665.116,61.724000000000004
112,Belarus,2005,99.41590000000001,96.14569999999999,0,0,77.84920000000001,56.843799999999995,379.577,0,528.508
112,Belarus,2010,103.79090000000001,103.57499999999999,105.7722,109.28,93.96120000000002,64.96050000000001,357.79599999999994,762.616,568.772
112,Belarus,2014,98.1311,98.4621,103.7807,105.71640000000001,103.57379999999999,77.637200000000007,368.78299999999996,648.5409999999999,517.5780000000001
112,Belarus,2015,99.4561,99.6496,104.0502,105.5623,101.01700000000001,76.1665,387.051,644.153,477.22099999999995
112,Belarus,2017,101.793,101.4133,102.131,103.71960000000001,96.40960000000001,77.48310000000001,423.001,644.334,418.745
116,Cambodia,2004,137.3456,126.3958,25.7321,36.712,1.7517999999999998,3.8977,2762.88,630.102,45.37
116,Cambodia,2005,135.6481,126.0338,0,0,2.1246,4.663799999999999,2695.3700000000003,0,56.809999999999995
116,Cambodia,2008,127.66869999999999,119.745,41.6096,48.6801,6.183,12.05,2340.61,930.2,137.49
116,Cambodia,2010,127.40660000000001,120.21450000000002,0,0,10.4746,17.396900000000002,2272.53,0,195.166
116,Cambodia,2011,126.3596,117.87639999999999,0,0,11.4246,18.2375,2224.27,0,223.222
116,Cambodia,2014,120.0248,113.5669,0,0,0,0,2128.69,0,0
116,Cambodia,2015,117.5177,116.67779999999999,0,0,11.813600000000001,14.392500000000002,2178.92,0,217.364
116,Cambodia,2017,109.11720000000001,106.49140000000001,0,0,12.1722,14.065900000000001,2111.63,0,207.60299999999998
120,Cameroon,2005,115.0564,96.6292,24.488499999999995,30.955399999999997,4.7319,7.2046,2977.7799999999997,784.2030000000001,99.864
120,Cameroon,2009,116.6661,101.13799999999999,37.8561,45.22230000000001,8.168,10.3352,3350.66,1268.6599999999999,174.14399999999998
120,Cameroon,2010,118.9047,102.8396,0,0,10.2541,12.5775,3510.4,0,220.33100000000002
120,Cameroon,2014,122.8562,109.5301,54.3895,63.7796,14.6578,18.7212,4142.78,2000.08,349.756
120,Cameroon,2015,125.54360000000001,112.8366,56.0009,65.3241,15.539299999999999,19.2531,4369.99,2108.2799999999997,371.568
120,Cameroon,2016,125.3256,112.88869999999999,57.0893,66.3765,16.8965,21.420499999999997,4481.24,2206.88,417.16900000000004
120,Cameroon,2017,119.0378,107.2133,0,0,0,0,4371.38,0,0
124,Canada,2002,0,0,0,0,68.6193,50.4466,0,0,1254.83
124,Canada,2005,97.3873,96.5685,99.8261,102.0839,0,0,2320.74,2601.9300000000003,0
124,Canada,2010,98.37039999999999,98.8603,101.066,103.4985,71.93410000000002,52.1428,2168.02,2611.62,1430.1699999999998
124,Canada,2014,101.195,102.3812,110.10869999999998,109.5307,75.7193,56.7013,2249.16,2661.09,1577.77
124,Canada,2015,102.4097,103.21790000000001,111.36420000000001,110.43720000000002,75.04790000000001,55.9583,2303.96,2641.68,1564.1299999999999
124,Canada,2016,101.39760000000001,101.47229999999999,113.8878,112.24150000000002,77.0655,57.5123,2318.9100000000003,2640.9300000000003,1593.3799999999999
132,Cabo Verde,2005,114.7245,110.1194,75.3477,66.6809,7.7915,7.2557,82.985,52.671,3.9099999999999997
132,Cabo Verde,2010,106.13369999999999,99.0388,94.04700000000001,79.09060000000001,20.247999999999998,15.6767,71.134,61.677,10.143999999999998
132,Cabo Verde,2014,103.8661,96.3845,91.4762,81.32979999999999,27.4669,19.2219,67.023,59.823,13.397
132,Cabo Verde,2015,101.6311,94.9755,89.51780000000001,81.0997,25.577800000000003,18.0327,65.58,58.657,12.537999999999998
132,Cabo Verde,2017,99.16269999999999,92.5358,87.29460000000002,79.70460000000001,25.657800000000005,17.748299999999997,63.582,56.469,12.446
136,Cayman Islands,2003,0,0,0,0,0,0,0,0,0.56
136,Cayman Islands,2005,0,0,0,0,0,0,3.24,2.824,0
136,Cayman Islands,2008,0,0,0,0,0,0,3.7359999999999998,3.198,0.912
136,Cayman Islands,2013,0,0,0,0,0,0,3.9499999999999997,3.387,0
136,Cayman Islands,2018,0,0,0,0,0,0,4.299,3.4759999999999995,0
140,Central African Republic,2000,0,0,0,0,0.5926,3.1229,0,0,6.3229999999999995
140,Central African Republic,2001,91.8403,62.7446,8.0886,15.5104,0,0,458.585,70.16199999999999,0
140,Central African Republic,2002,81.3509,54.4388,0,0,0,0,410.562,71.893,0
140,Central African Republic,2004,69.3213,45.9737,0,0,0,0,363.158,0,6.3839999999999995
140,Central African Republic,2005,76.0256,52.310599999999994,0,0,0,0,412.381,0,0
